sessionId,operatorId,scenarioId,sequencePosition,previousAction,expectedAction,responseSeconds,pauseSeconds,duplicateCount,actionValue,valveL1,feedFlow,pressureK1,pressureK2,levelK1,levelK2,temperatureFurnace,gasPercent,saltMgL,waterAfterElou,powerOk,instrumentAirOk,coolingWaterOk,ventElouOk,riskId,candidateAction,willError,riskClass,riskScore,predictedErrorLabel
synthetic-00166,operator-18,SC-13,9,open-L1,set-fuel,5.87,8.0,0,30.9,96.6,432.0,1.83,0.54,44.7,58.7,301.6,8.0,4.7,0.111,True,True,True,True,risk-008209,set-fuel,0,LOW,22,NORMAL
synthetic-00753,operator-21,SC-10,7,start-N1,restore-circulation-and-reduce-fuel,18.56,22.47,0,81.3,98.8,51.3,3.15,0.77,35.6,66.6,443.5,6.6,3.06,0.119,True,True,True,True,risk-009778,set-fuel,1,HIGH,92,CRITICAL_OPERATION_ERROR
synthetic-00646,operator-15,SC-08,2,set-fuel-45,set-fuel-45,25.93,18.86,0,95.5,95.8,293.1,2.7,0.5,52.7,59.7,424.9,1.1,3.02,0.086,True,True,True,True,risk-003220,set-fuel,1,HIGH,82,PARAMETER_ERROR
synthetic-00810,operator-10,SC-13,5,check-alarm,protect-K2,11.0,13.56,0,51.0,97.2,501.2,2.7,0.72,59.4,11.9,322.5,4.2,3.13,0.111,True,True,True,True,risk-005507,set-fuel,1,HIGH,89,CRITICAL_OPERATION_ERROR
synthetic-00482,operator-09,SC-14,3,restore-cooling,check-process-state,6.32,1.07,4,52.6,97.0,884.7,2.82,0.79,52.2,59.3,324.1,0.5,2.88,0.1,True,True,True,True,risk-009772,restore-cooling,1,MEDIUM,46,DUPLICATE_COMMAND
synthetic-00748,operator-10,SC-10,1,open-L1,restore-utility-or-prepare-equipment,17.4,3.07,0,30.0,96.8,725.1,3.07,0.77,55.1,36.0,353.8,3.8,2.85,0.119,False,True,True,True,risk-002923,start-N2,1,MEDIUM,69,EQUIPMENT_NOT_READY
synthetic-00364,operator-11,SC-07,7,alarm-K1-high,protect-K1,123.67,124.19,0,47.7,96.0,565.4,2.58,0.63,43.6,56.6,306.6,29.9,3.61,0.09,True,True,True,False,risk-008230,toggle-electric-field,1,MEDIUM,62,RESPONSE_TIME_ERROR
synthetic-00326,operator-11,SC-01,3,drain-E1,open-L1,11.38,3.16,0,24.8,48.2,183.5,2.01,0.45,64.3,71.5,330.9,1.2,2.9,0.114,True,True,True,True,risk-008891,start-N1,1,HIGH,79,SEQUENCE_ERROR
synthetic-00062,operator-19,SC-06,11,set-fuel-45,protect-K2,20.84,5.03,0,49.0,96.8,565.2,2.55,0.58,64.0,48.4,345.3,8.7,2.34,0.13,True,True,True,True,risk-000541,protect-K2,0,LOW,16,NORMAL
synthetic-00366,operator-08,SC-10,8,alarm-K1-high,cut-fuel,131.1,113.44,0,20.2,97.2,484.6,2.36,0.51,65.7,56.9,323.1,20.1,2.15,0.097,True,True,True,False,risk-004320,restore-cooling,1,HIGH,76,RESPONSE_TIME_ERROR
synthetic-00736,operator-11,SC-10,1,start-N1,restore-utility-or-prepare-equipment,11.49,21.74,0,32.7,97.6,501.0,2.91,0.79,68.6,39.9,325.0,2.3,3.4,0.127,False,True,True,True,risk-006501,start-N1,1,MEDIUM,61,EQUIPMENT_NOT_READY
synthetic-00044,operator-15,SC-07,12,start-N1,restore-ventilation,27.65,9.14,0,27.0,99.8,485.6,2.78,0.76,45.0,72.7,321.4,4.7,3.7,0.141,True,True,True,True,risk-004474,restore-ventilation,0,LOW,3,NORMAL
synthetic-00298,operator-16,SC-12,10,check-alarm,open-L1,24.07,7.68,0,25.1,34.9,32.9,3.17,0.68,71.8,72.9,338.4,1.4,4.95,0.046,True,True,True,True,risk-000793,start-N1,1,MEDIUM,61,SEQUENCE_ERROR
synthetic-00480,operator-17,SC-12,10,toggle-electric-field,check-process-state,4.92,2.33,4,37.3,97.9,893.5,2.19,0.55,37.3,37.3,326.0,6.3,4.16,0.124,True,True,True,True,risk-007822,toggle-electric-field,1,MEDIUM,48,DUPLICATE_COMMAND
synthetic-00648,operator-03,SC-05,5,set-fuel-45,set-fuel-45,19.42,11.03,0,96.4,96.3,293.9,4.17,0.39,39.9,44.8,392.8,4.5,3.4,0.071,True,True,True,True,risk-007812,set-fuel,1,MEDIUM,64,PARAMETER_ERROR
synthetic-00377,operator-05,SC-07,4,alarm-K1-high,restore-cooling,93.07,97.27,0,31.8,95.3,426.9,4.17,0.75,69.1,70.5,314.1,5.6,3.27,0.062,True,True,False,True,risk-006001,protect-K2,1,HIGH,80,RESPONSE_TIME_ERROR
synthetic-00279,operator-14,SC-10,7,set-fuel-70,open-L1,6.2,10.73,0,29.5,19.1,149.1,2.11,0.69,69.7,37.5,353.4,2.5,4.12,0.06,True,True,True,True,risk-008726,start-N1,1,HIGH,72,SEQUENCE_ERROR
synthetic-00400,operator-05,SC-05,2,alarm-K1-high,restore-cooling,124.37,62.74,0,52.3,96.9,453.0,4.38,0.71,63.1,73.0,340.4,9.9,3.97,0.05,True,True,False,True,risk-005318,protect-K1,1,MEDIUM,69,RESPONSE_TIME_ERROR
synthetic-00536,operator-21,SC-08,12,restore-cooling,check-process-state,15.74,1.42,2,30.2,98.3,432.6,3.11,0.69,47.8,57.1,308.6,8.4,4.72,0.122,True,True,True,True,risk-004605,restore-cooling,1,MEDIUM,35,DUPLICATE_COMMAND
synthetic-00613,operator-19,SC-13,4,check-alarm,set-fuel-45,12.18,9.95,0,79.4,96.4,145.8,4.18,0.36,52.2,52.6,401.4,1.1,3.36,0.052,True,True,True,True,risk-000778,set-fuel,1,HIGH,73,PARAMETER_ERROR
synthetic-00635,operator-08,SC-13,3,start-N1,set-fuel-45,15.88,6.95,0,96.5,97.2,230.8,2.46,0.78,44.9,37.7,426.2,2.1,4.8,0.042,True,True,True,True,risk-002365,set-fuel,1,MEDIUM,67,PARAMETER_ERROR
synthetic-00119,operator-21,SC-06,12,set-fuel-45,toggle-electric-field,6.29,8.07,0,44.7,99.3,719.4,2.32,0.59,60.8,68.7,321.3,11.8,4.71,0.058,True,True,True,True,risk-004066,toggle-electric-field,0,LOW,7,NORMAL
synthetic-00553,operator-04,SC-06,6,set-fuel-45,set-fuel-45,13.3,21.5,0,73.9,98.6,224.6,3.11,0.75,52.9,37.3,376.1,3.5,3.41,0.082,True,True,True,True,risk-002582,set-fuel,1,HIGH,70,PARAMETER_ERROR
synthetic-00021,operator-19,SC-05,5,check-alarm,restore-ventilation,24.52,18.07,0,26.1,97.1,686.0,2.81,0.43,55.9,71.5,329.8,6.4,4.85,0.103,True,True,True,True,risk-009366,restore-ventilation,0,LOW,17,NORMAL
synthetic-00613,operator-22,SC-08,11,check-alarm,set-fuel-45,10.79,7.05,0,76.7,98.5,294.8,1.97,0.55,74.8,40.7,429.6,4.6,2.69,0.127,True,True,True,True,risk-008972,set-fuel,1,MEDIUM,55,PARAMETER_ERROR
synthetic-00130,operator-23,SC-01,10,check-alarm,start-N1,12.96,19.71,0,32.3,97.4,422.0,2.32,0.47,38.1,48.6,300.5,1.4,3.45,0.057,True,True,True,True,risk-000917,start-N1,0,LOW,11,NORMAL
synthetic-00487,operator-04,SC-05,2,restore-cooling,check-process-state,20.78,2.6,5,33.4,97.8,765.3,2.5,0.63,36.7,51.8,315.7,0.9,4.81,0.064,True,True,True,True,risk-001001,restore-cooling,1,MEDIUM,44,DUPLICATE_COMMAND
synthetic-00601,operator-09,SC-13,3,check-alarm,set-fuel-45,18.33,4.21,0,94.7,96.7,223.6,2.0,0.52,38.9,46.7,366.7,3.0,4.62,0.062,True,True,True,True,risk-002652,set-fuel,1,MEDIUM,60,PARAMETER_ERROR
synthetic-00474,operator-08,SC-08,4,start-N1,check-process-state,26.58,0.76,3,32.5,96.6,586.1,2.28,0.45,55.9,66.7,342.6,11.8,3.98,0.122,True,True,True,True,risk-003619,start-N1,1,MEDIUM,53,DUPLICATE_COMMAND
synthetic-00034,operator-02,SC-14,3,check-alarm,restore-cooling,8.39,17.48,0,33.1,96.0,525.0,2.06,0.67,60.2,36.3,310.2,1.0,3.31,0.059,True,True,True,True,risk-008670,restore-cooling,0,LOW,4,NORMAL
synthetic-00446,operator-06,SC-13,9,alarm-K1-high,protect-K1,112.78,79.45,0,53.1,98.0,755.6,2.77,0.77,53.7,44.3,322.6,27.1,2.18,0.048,True,True,True,False,risk-007303,restore-cooling,1,MEDIUM,63,RESPONSE_TIME_ERROR
synthetic-00209,operator-03,SC-13,7,drain-E1,open-L1,15.51,11.38,0,24.3,42.4,251.1,2.74,0.52,48.3,64.2,308.0,2.2,2.76,0.131,True,True,True,True,risk-004408,start-N1,1,MEDIUM,62,SEQUENCE_ERROR
synthetic-00230,operator-16,SC-12,10,check-alarm,open-L1,27.88,18.75,0,43.1,31.3,58.8,1.96,0.6,68.7,70.1,350.7,7.3,3.42,0.069,True,True,True,True,risk-001032,start-N1,1,MEDIUM,57,SEQUENCE_ERROR
synthetic-00747,operator-10,SC-13,1,restore-cooling,restore-utility-or-prepare-equipment,17.51,20.61,0,44.3,99.3,548.3,2.81,0.65,63.9,58.0,337.3,3.3,4.4,0.106,True,False,True,True,risk-004256,set-fuel,1,MEDIUM,61,EQUIPMENT_NOT_READY
synthetic-00174,operator-08,SC-08,8,set-fuel-45,start-N1,10.79,23.9,0,51.8,95.8,644.5,1.85,0.62,42.5,73.8,314.4,9.8,2.99,0.134,True,True,True,True,risk-000812,start-N1,0,LOW,6,NORMAL
synthetic-00093,operator-22,SC-01,4,set-fuel-45,toggle-electric-field,14.24,3.27,0,22.1,99.1,533.9,2.94,0.49,60.8,70.2,324.1,7.9,3.15,0.149,True,True,True,True,risk-005166,toggle-electric-field,0,LOW,4,NORMAL
synthetic-00484,operator-17,SC-05,9,restore-cooling,check-process-state,26.7,1.17,2,26.5,95.4,686.6,2.71,0.42,63.7,51.0,352.2,4.6,2.77,0.053,True,True,True,True,risk-005124,restore-cooling,1,MEDIUM,47,DUPLICATE_COMMAND
synthetic-00609,operator-17,SC-07,1,restore-cooling,set-fuel-45,11.0,9.44,0,93.4,95.1,304.7,4.16,0.67,43.5,73.2,393.5,10.0,2.48,0.136,True,True,True,True,risk-000873,set-fuel,1,HIGH,71,PARAMETER_ERROR
synthetic-00635,operator-10,SC-01,1,restore-cooling,set-fuel-45,13.31,7.59,0,94.1,98.3,331.6,4.03,0.39,35.7,47.4,368.5,4.6,5.0,0.058,True,True,True,True,risk-006616,set-fuel,1,HIGH,82,PARAMETER_ERROR
synthetic-00532,operator-18,SC-10,7,set-fuel-45,check-process-state,27.15,0.59,4,24.2,99.8,564.0,2.83,0.78,47.3,54.6,308.6,5.7,4.29,0.106,True,True,True,True,risk-001469,set-fuel-45,1,MEDIUM,42,DUPLICATE_COMMAND
synthetic-00182,operator-15,SC-10,10,set-fuel-45,start-N2,9.27,8.67,0,27.9,96.8,896.3,2.14,0.58,49.7,57.4,307.2,1.0,2.19,0.12,True,True,True,True,risk-008036,start-N2,0,LOW,2,NORMAL
synthetic-00230,operator-19,SC-06,11,set-fuel-70,open-L1,15.12,22.13,0,34.8,24.6,40.0,2.62,0.74,52.8,62.3,351.0,9.1,2.77,0.099,True,True,True,True,risk-008421,start-N1,1,MEDIUM,68,SEQUENCE_ERROR
synthetic-00801,operator-20,SC-08,2,check-alarm,restore-ventilation,24.19,19.86,0,40.3,96.7,816.6,3.06,0.6,41.8,68.4,307.9,21.9,4.24,0.139,True,True,True,False,risk-003209,disable-ventilation,1,HIGH,97,CRITICAL_OPERATION_ERROR
synthetic-00032,operator-14,SC-10,2,restore-cooling,set-fuel,14.31,19.48,0,47.4,98.8,757.2,2.9,0.59,40.5,74.6,311.7,7.0,4.44,0.121,True,True,True,True,risk-009634,set-fuel,0,LOW,14,NORMAL
synthetic-00640,operator-05,SC-08,3,restore-cooling,set-fuel-45,24.46,22.87,0,95.5,99.0,222.4,1.91,0.5,48.5,67.8,378.9,2.4,3.87,0.129,True,True,True,True,risk-005358,set-fuel,1,HIGH,75,PARAMETER_ERROR
synthetic-00609,operator-13,SC-14,3,set-fuel-45,set-fuel-45,7.86,17.4,0,94.3,96.8,195.6,2.44,0.46,55.1,48.8,404.6,2.1,4.9,0.06,True,True,True,True,risk-004686,set-fuel,1,HIGH,74,PARAMETER_ERROR
synthetic-00025,operator-13,SC-10,4,start-N1,protect-K2,8.73,3.29,0,49.9,96.4,422.2,2.2,0.43,48.4,65.2,348.8,3.5,4.23,0.094,True,True,True,True,risk-009916,protect-K2,0,LOW,22,NORMAL
synthetic-00203,operator-20,SC-14,12,open-L1,protect-K1,8.71,21.9,0,26.7,95.2,871.8,2.38,0.58,41.2,45.7,330.1,11.4,2.09,0.089,True,True,True,True,risk-002551,protect-K1,0,LOW,23,NORMAL
synthetic-00617,operator-10,SC-13,5,start-N1,set-fuel-45,9.47,9.07,0,82.1,96.3,177.0,3.07,0.59,67.6,59.4,379.0,10.6,3.38,0.145,True,True,True,True,risk-009445,set-fuel,1,HIGH,71,PARAMETER_ERROR
synthetic-00788,operator-04,SC-01,10,open-L1,protect-K1,12.49,17.96,0,78.3,98.5,544.6,3.12,0.54,2.4,72.0,322.4,5.5,2.59,0.087,True,True,True,True,risk-003875,set-fuel,1,HIGH,98,CRITICAL_OPERATION_ERROR
synthetic-00190,operator-14,SC-13,5,start-N1,protect-K2,16.92,7.16,0,27.7,99.6,822.0,1.98,0.46,66.2,65.3,332.1,3.7,4.59,0.11,True,True,True,True,risk-002584,protect-K2,0,LOW,5,NORMAL
synthetic-00394,operator-09,SC-01,4,alarm-K1-high,restore-cooling,63.0,89.3,0,22.4,96.4,559.1,4.22,0.7,52.8,67.8,353.7,4.7,3.21,0.056,True,True,False,True,risk-008384,protect-K2,1,HIGH,82,RESPONSE_TIME_ERROR
synthetic-00347,operator-08,SC-10,7,alarm-K1-high,cut-fuel,99.3,143.4,0,46.2,96.7,860.2,4.49,0.38,71.6,73.2,315.0,1.8,4.45,0.125,True,True,False,True,risk-004888,restore-cooling,1,HIGH,77,RESPONSE_TIME_ERROR
synthetic-00255,operator-17,SC-05,3,drain-E1,open-L1,21.05,7.87,0,45.3,8.7,41.6,2.36,0.61,58.3,39.7,350.7,10.9,3.88,0.145,True,True,True,True,risk-004503,start-N1,1,HIGH,80,SEQUENCE_ERROR
synthetic-00802,operator-03,SC-10,4,restore-cooling,restore-circulation-and-reduce-fuel,27.52,16.61,0,80.9,98.9,120.6,2.5,0.41,41.3,42.9,430.0,5.0,4.22,0.082,True,True,True,True,risk-003935,set-fuel,1,HIGH,94,CRITICAL_OPERATION_ERROR
synthetic-00768,operator-23,SC-12,4,set-fuel-45,protect-K1,23.21,20.96,0,53.8,96.0,423.4,3.12,0.59,14.0,43.1,313.4,11.2,4.53,0.1,True,True,True,True,risk-000313,set-fuel,1,HIGH,90,CRITICAL_OPERATION_ERROR
synthetic-00377,operator-01,SC-06,6,alarm-K1-high,cut-fuel,144.24,72.79,0,33.8,96.1,562.6,2.37,0.51,60.2,36.8,343.9,26.4,4.11,0.106,True,True,True,False,risk-002233,restore-ventilation,1,MEDIUM,64,RESPONSE_TIME_ERROR
synthetic-00004,operator-12,SC-13,11,restore-cooling,restore-ventilation,19.37,17.4,0,25.5,96.6,566.5,2.23,0.66,50.9,63.9,351.2,11.9,2.72,0.149,True,True,True,True,risk-007091,restore-ventilation,0,LOW,4,NORMAL
synthetic-00443,operator-07,SC-07,8,alarm-K1-high,protect-K1,103.76,111.72,0,49.0,95.4,486.3,1.89,0.59,68.3,35.7,321.9,27.0,4.81,0.057,True,True,True,False,risk-008993,protect-K2,1,MEDIUM,66,RESPONSE_TIME_ERROR
synthetic-00805,operator-23,SC-06,4,check-alarm,protect-K2,22.52,21.02,0,55.6,97.9,813.6,2.98,0.57,38.7,4.7,315.5,5.4,4.4,0.096,True,True,True,True,risk-005501,set-fuel,1,HIGH,84,CRITICAL_OPERATION_ERROR
synthetic-00738,operator-07,SC-01,9,check-alarm,restore-utility-or-prepare-equipment,14.92,15.79,0,20.2,97.3,772.0,2.42,0.74,73.9,73.1,302.1,6.0,2.47,0.069,True,False,True,True,risk-003978,start-N2,1,HIGH,73,EQUIPMENT_NOT_READY
synthetic-00437,operator-03,SC-01,5,alarm-K1-high,protect-K1,114.73,140.44,0,36.3,99.4,571.2,4.18,0.79,66.1,50.4,315.3,8.8,4.57,0.073,True,True,False,True,risk-009554,toggle-electric-field,1,HIGH,71,RESPONSE_TIME_ERROR
synthetic-00765,operator-22,SC-01,8,restore-cooling,restore-circulation-and-reduce-fuel,24.19,21.22,0,91.7,95.1,154.6,2.45,0.53,55.3,68.4,452.9,4.7,4.74,0.132,True,True,True,True,risk-008854,set-fuel,1,HIGH,87,CRITICAL_OPERATION_ERROR
synthetic-00814,operator-16,SC-08,8,check-alarm,protect-K1,13.81,21.15,0,66.8,96.7,643.5,2.64,0.79,13.0,42.4,304.4,3.5,2.29,0.103,True,True,True,True,risk-004552,set-fuel,1,HIGH,97,CRITICAL_OPERATION_ERROR
synthetic-00149,operator-11,SC-12,3,set-fuel-45,toggle-electric-field,26.03,10.17,0,20.5,98.9,486.8,2.89,0.68,66.4,50.0,335.0,1.8,2.06,0.125,True,True,True,True,risk-000841,toggle-electric-field,0,LOW,22,NORMAL
synthetic-00727,operator-17,SC-14,2,restore-cooling,restore-utility-or-prepare-equipment,9.87,20.01,0,41.0,96.4,627.2,2.32,0.58,61.0,38.4,327.7,3.0,3.98,0.146,True,False,True,True,risk-007755,start-N1,1,HIGH,79,EQUIPMENT_NOT_READY
synthetic-00407,operator-08,SC-10,11,alarm-K1-high,restore-cooling,97.99,149.26,0,53.3,99.5,490.6,4.59,0.8,58.3,47.5,337.8,3.6,4.21,0.086,True,True,False,True,risk-007455,set-fuel,1,MEDIUM,57,RESPONSE_TIME_ERROR
synthetic-00747,operator-21,SC-07,12,check-alarm,restore-utility-or-prepare-equipment,16.35,7.88,0,28.6,95.8,546.8,2.92,0.55,48.6,60.4,306.8,9.1,2.92,0.042,True,False,True,True,risk-001588,start-N1,1,MEDIUM,61,EQUIPMENT_NOT_READY
synthetic-00222,operator-02,SC-01,12,drain-E1,open-L1,26.89,3.9,0,21.2,63.0,58.3,2.5,0.68,49.0,51.3,321.4,4.2,2.67,0.066,True,True,True,True,risk-006200,start-N1,1,MEDIUM,61,SEQUENCE_ERROR
synthetic-00762,operator-20,SC-05,10,start-N1,protect-K1,25.24,12.08,0,83.8,99.6,478.9,2.42,0.43,12.9,45.6,327.9,4.0,3.87,0.14,True,True,True,True,risk-003839,set-fuel,1,HIGH,94,CRITICAL_OPERATION_ERROR
synthetic-00251,operator-17,SC-08,6,check-alarm,open-L1,8.09,7.3,0,51.3,42.7,75.6,2.84,0.54,51.2,41.1,337.9,0.3,2.6,0.061,True,True,True,True,risk-001065,start-N1,1,HIGH,70,SEQUENCE_ERROR
synthetic-00210,operator-24,SC-06,7,set-fuel-70,open-L1,11.12,5.11,0,47.0,67.2,121.8,2.99,0.54,67.1,64.3,305.1,0.6,2.24,0.067,True,True,True,True,risk-008450,start-N1,1,MEDIUM,60,SEQUENCE_ERROR
synthetic-00791,operator-21,SC-06,12,restore-cooling,protect-K1,15.09,3.51,0,53.0,96.1,536.4,1.96,0.39,4.3,73.7,343.9,4.7,3.53,0.134,True,True,True,True,risk-005656,set-fuel,1,HIGH,99,CRITICAL_OPERATION_ERROR
synthetic-00596,operator-06,SC-07,7,start-N1,set-fuel-45,7.59,4.43,0,71.1,95.4,185.6,2.41,0.66,36.4,42.2,410.9,7.7,4.87,0.089,True,True,True,True,risk-001398,set-fuel,1,HIGH,80,PARAMETER_ERROR
synthetic-00432,operator-04,SC-05,9,alarm-K1-high,cut-fuel,122.43,69.31,0,26.0,96.7,691.4,2.4,0.73,50.6,47.9,317.8,26.7,3.34,0.048,True,True,True,False,risk-000019,protect-K2,1,MEDIUM,64,RESPONSE_TIME_ERROR
synthetic-00073,operator-10,SC-01,7,start-N1,toggle-electric-field,24.5,10.93,0,50.3,99.9,846.1,1.96,0.52,49.2,36.6,332.3,2.5,2.76,0.091,True,True,True,True,risk-003183,toggle-electric-field,0,LOW,3,NORMAL
synthetic-00746,operator-20,SC-14,12,open-L1,restore-utility-or-prepare-equipment,12.36,9.12,0,29.9,99.4,756.1,4.17,0.37,38.3,47.2,346.3,9.0,4.64,0.043,True,True,False,True,risk-000892,set-fuel,1,HIGH,82,EQUIPMENT_NOT_READY
synthetic-00453,operator-07,SC-14,6,alarm-K1-high,restore-cooling,99.68,90.57,0,22.3,98.6,539.3,4.65,0.64,45.0,73.0,346.4,11.9,4.55,0.068,True,True,False,True,risk-009572,start-N1,1,HIGH,82,RESPONSE_TIME_ERROR
synthetic-00823,operator-22,SC-05,3,open-L1,restore-circulation-and-reduce-fuel,17.97,13.51,0,79.8,97.1,18.9,2.34,0.8,38.8,73.0,454.1,10.5,4.93,0.063,True,True,True,True,risk-006839,set-fuel,1,HIGH,95,CRITICAL_OPERATION_ERROR
synthetic-00108,operator-19,SC-05,11,restore-cooling,protect-K2,15.98,16.07,0,20.7,95.9,456.7,3.08,0.46,44.0,66.7,307.7,11.2,2.43,0.087,True,True,True,True,risk-003644,protect-K2,0,LOW,19,NORMAL
synthetic-00709,operator-18,SC-06,8,restore-cooling,restore-utility-or-prepare-equipment,10.82,4.97,0,50.0,97.3,663.4,3.91,0.53,65.9,52.4,302.1,9.7,2.3,0.049,True,True,False,True,risk-000209,start-N2,1,HIGH,71,EQUIPMENT_NOT_READY
synthetic-00504,operator-16,SC-06,3,start-N1,check-process-state,27.73,0.58,5,35.2,97.7,723.3,2.79,0.37,61.6,68.7,332.2,10.6,2.77,0.131,True,True,True,True,risk-003852,start-N1,1,MEDIUM,54,DUPLICATE_COMMAND
synthetic-00139,operator-21,SC-10,6,set-fuel-45,restore-ventilation,7.56,11.43,0,52.9,97.7,608.8,2.46,0.66,48.8,59.3,303.5,6.5,4.6,0.133,True,True,True,True,risk-000096,restore-ventilation,0,LOW,2,NORMAL
synthetic-00408,operator-15,SC-10,1,alarm-K1-high,restore-cooling,138.92,136.1,0,45.3,97.2,689.4,4.18,0.65,42.9,73.9,307.5,4.1,2.34,0.068,True,True,False,True,risk-007226,restore-ventilation,1,HIGH,82,RESPONSE_TIME_ERROR
synthetic-00786,operator-01,SC-05,9,restore-cooling,protect-K1,9.08,9.14,0,89.8,96.6,590.7,2.97,0.37,8.5,55.8,344.2,10.9,3.6,0.146,True,True,True,True,risk-005415,set-fuel,1,HIGH,92,CRITICAL_OPERATION_ERROR
synthetic-00354,operator-03,SC-05,6,alarm-K1-high,protect-K1,147.57,109.71,0,42.9,95.0,647.8,4.34,0.67,67.2,58.5,323.9,6.6,3.42,0.144,True,True,False,True,risk-000656,set-fuel,1,HIGH,78,RESPONSE_TIME_ERROR
synthetic-00579,operator-07,SC-07,11,start-N1,set-fuel-45,26.78,20.33,0,89.4,96.6,317.3,3.04,0.61,60.4,73.2,420.4,0.0,3.66,0.066,True,True,True,True,risk-005558,set-fuel,1,MEDIUM,63,PARAMETER_ERROR
synthetic-00422,operator-19,SC-07,12,alarm-K1-high,restore-cooling,95.01,88.68,0,25.6,97.8,730.9,4.41,0.71,66.1,54.5,336.7,2.9,2.29,0.078,True,True,False,True,risk-003243,start-N1,1,MEDIUM,60,RESPONSE_TIME_ERROR
synthetic-00613,operator-13,SC-07,1,start-N1,set-fuel-45,8.86,5.83,0,99.5,98.8,142.5,3.03,0.44,54.9,55.2,400.0,9.6,2.13,0.11,True,True,True,True,risk-006997,set-fuel,1,HIGH,74,PARAMETER_ERROR
synthetic-00186,operator-12,SC-13,7,check-alarm,toggle-electric-field,11.3,12.69,0,28.1,96.8,812.9,2.09,0.44,59.6,37.2,312.4,3.4,2.36,0.053,True,True,True,True,risk-003830,toggle-electric-field,0,LOW,18,NORMAL
synthetic-00265,operator-09,SC-01,9,check-alarm,open-L1,8.24,16.89,0,20.1,64.9,163.7,2.67,0.38,74.3,71.0,312.3,4.8,2.89,0.055,True,True,True,True,risk-009007,start-N1,1,MEDIUM,61,SEQUENCE_ERROR
synthetic-00267,operator-21,SC-10,1,check-alarm,open-L1,23.34,5.69,0,21.4,60.1,229.5,2.88,0.79,68.0,65.1,328.7,0.3,2.99,0.139,True,True,True,True,risk-006299,start-N1,1,MEDIUM,60,SEQUENCE_ERROR
synthetic-00767,operator-13,SC-07,11,start-N1,restore-ventilation,10.49,14.74,0,51.9,95.6,577.4,2.93,0.35,53.3,60.8,301.4,17.3,3.49,0.077,True,True,True,False,risk-008692,disable-ventilation,1,HIGH,86,CRITICAL_OPERATION_ERROR
synthetic-00319,operator-06,SC-13,6,drain-E1,open-L1,19.48,6.44,0,31.6,20.9,234.0,2.01,0.64,70.1,48.5,330.6,3.1,2.76,0.089,True,True,True,True,risk-003019,start-N1,1,MEDIUM,66,SEQUENCE_ERROR
synthetic-00275,operator-13,SC-08,8,drain-E1,open-L1,26.05,16.85,0,42.8,87.1,126.7,2.41,0.68,40.2,51.7,345.7,11.8,4.85,0.067,True,True,True,True,risk-009037,start-N1,1,HIGH,76,SEQUENCE_ERROR
synthetic-00721,operator-18,SC-13,3,open-L1,restore-utility-or-prepare-equipment,11.7,3.44,0,37.2,99.5,424.9,2.52,0.53,37.0,60.8,322.9,5.7,4.24,0.084,False,True,True,True,risk-007518,start-N1,1,HIGH,80,EQUIPMENT_NOT_READY
synthetic-00399,operator-03,SC-13,1,alarm-K1-high,restore-cooling,76.65,119.93,0,36.2,99.5,514.1,4.38,0.7,47.0,53.5,324.0,3.2,4.59,0.09,True,True,False,True,risk-002946,restore-ventilation,1,MEDIUM,55,RESPONSE_TIME_ERROR
synthetic-00335,operator-11,SC-14,10,alarm-K1-high,protect-K1,116.81,124.21,0,47.1,98.1,789.1,4.35,0.71,70.6,47.5,323.9,8.4,2.16,0.145,True,True,False,True,risk-009455,restore-cooling,1,MEDIUM,68,RESPONSE_TIME_ERROR
synthetic-00186,operator-15,SC-14,4,check-alarm,restore-cooling,12.78,22.69,0,54.7,98.7,720.1,2.15,0.79,60.2,57.3,331.1,5.6,2.04,0.043,True,True,True,True,risk-007417,restore-cooling,0,LOW,14,NORMAL
synthetic-00152,operator-13,SC-12,3,set-fuel-45,start-N1,4.09,18.31,0,21.9,96.4,434.6,2.28,0.37,60.3,36.8,346.6,5.2,2.33,0.124,True,True,True,True,risk-002207,start-N1,0,LOW,1,NORMAL
synthetic-00498,operator-11,SC-13,12,start-N1,check-process-state,13.68,1.38,3,53.8,96.6,756.2,2.81,0.62,39.1,39.6,322.6,11.8,3.74,0.06,True,True,True,True,risk-004094,start-N1,1,MEDIUM,46,DUPLICATE_COMMAND
synthetic-00651,operator-04,SC-14,12,set-fuel-45,set-fuel-45,13.33,2.1,0,90.5,95.5,317.2,4.18,0.43,70.6,73.9,416.5,10.1,3.1,0.108,True,True,True,True,risk-002812,set-fuel,1,HIGH,71,PARAMETER_ERROR
synthetic-00556,operator-21,SC-13,2,restore-cooling,set-fuel-45,5.69,23.52,0,89.4,97.7,252.8,3.05,0.75,74.4,45.8,396.1,5.4,3.43,0.078,True,True,True,True,risk-006056,set-fuel,1,HIGH,77,PARAMETER_ERROR
synthetic-00416,operator-23,SC-06,11,alarm-K1-high,protect-K1,65.21,146.41,0,54.1,99.1,683.0,2.51,0.76,73.7,41.9,328.3,26.5,2.92,0.08,True,True,True,False,risk-004372,start-N1,1,HIGH,71,RESPONSE_TIME_ERROR
synthetic-00213,operator-18,SC-10,6,set-fuel-70,open-L1,22.85,23.53,0,52.0,48.8,144.0,1.97,0.71,47.2,62.5,340.1,5.9,4.93,0.062,True,True,True,True,risk-003751,start-N1,1,HIGH,75,SEQUENCE_ERROR
