sessionId,operatorId,scenarioId,sequencePosition,action,previousAction,expectedAction,responseSeconds,pauseSeconds,duplicateCount,actionValue,valveL1,feedFlow,pressureK1,pressureK2,levelK1,levelK2,temperatureFurnace,gasPercent,saltMgL,waterAfterElou,powerOk,instrumentAirOk,coolingWaterOk,ventElouOk,label
synthetic-00141,operator-12,SC-13,4,restore-cooling,check-alarm,restore-cooling,8.21,16.44,0,53.2,97.5,543.2,2.36,0.54,43.6,37.5,322.0,8.1,2.32,0.137,True,True,True,True,NORMAL
synthetic-00806,operator-22,SC-05,7,set-fuel,open-L1,protect-K1,9.18,9.76,0,87.2,96.8,456.9,2.02,0.71,6.4,74.4,329.5,12.0,3.89,0.068,True,True,True,True,CRITICAL_OPERATION_ERROR
synthetic-00408,operator-01,SC-13,3,restore-cooling,alarm-K1-high,cut-fuel,95.06,124.88,0,21.5,99.1,809.5,2.98,0.71,73.3,63.7,328.8,28.2,2.24,0.146,True,True,True,False,RESPONSE_TIME_ERROR
synthetic-00596,operator-16,SC-10,8,set-fuel,restore-cooling,set-fuel-45,25.24,21.59,0,79.8,96.3,347.4,4.45,0.41,53.7,73.6,391.4,8.4,2.41,0.041,True,True,True,True,PARAMETER_ERROR
synthetic-00097,operator-23,SC-14,10,protect-K1,open-L1,protect-K1,14.59,15.3,0,48.0,98.5,718.3,1.98,0.43,58.2,67.7,318.8,6.6,2.11,0.092,True,True,True,True,NORMAL
synthetic-00450,operator-24,SC-08,12,toggle-electric-field,alarm-K1-high,cut-fuel,144.01,77.56,0,40.2,97.2,836.3,1.85,0.43,62.6,68.3,301.0,26.8,3.9,0.085,True,True,True,False,RESPONSE_TIME_ERROR
synthetic-00411,operator-13,SC-05,8,restore-cooling,alarm-K1-high,cut-fuel,137.29,88.48,0,20.2,95.3,851.9,4.27,0.47,40.4,41.2,329.3,1.4,2.68,0.119,True,True,False,True,RESPONSE_TIME_ERROR
synthetic-00351,operator-08,SC-01,5,start-N1,alarm-K1-high,cut-fuel,132.08,132.66,0,28.6,98.9,596.4,2.37,0.59,56.4,53.9,310.5,19.7,2.64,0.116,True,True,True,False,RESPONSE_TIME_ERROR
synthetic-00627,operator-21,SC-12,8,set-fuel,check-alarm,set-fuel-45,27.87,9.95,0,88.2,98.0,306.3,2.23,0.63,42.3,71.2,375.6,8.0,3.16,0.078,True,True,True,True,PARAMETER_ERROR
synthetic-00704,operator-03,SC-01,8,start-N2,restore-cooling,restore-utility-or-prepare-equipment,14.04,2.52,0,51.0,95.6,778.3,2.26,0.73,71.3,55.6,329.5,7.8,4.89,0.083,False,True,True,True,EQUIPMENT_NOT_READY
synthetic-00185,operator-15,SC-01,9,toggle-electric-field,start-N1,toggle-electric-field,10.55,23.56,0,23.3,98.8,786.1,2.84,0.66,61.8,42.1,321.7,3.4,2.29,0.064,True,True,True,True,NORMAL
synthetic-00730,operator-19,SC-13,8,set-fuel,check-alarm,restore-utility-or-prepare-equipment,26.2,10.41,0,44.2,98.0,843.6,4.17,0.44,42.1,61.7,318.5,1.4,4.59,0.141,True,True,False,True,EQUIPMENT_NOT_READY
synthetic-00779,operator-21,SC-10,7,set-fuel,set-fuel-45,protect-K2,20.4,21.13,0,83.6,98.9,804.4,2.2,0.43,59.3,6.9,303.7,5.5,2.01,0.081,True,True,True,True,CRITICAL_OPERATION_ERROR
synthetic-00634,operator-23,SC-14,1,set-fuel,open-L1,set-fuel-45,19.85,14.4,0,90.9,96.2,199.5,3.12,0.68,65.0,62.8,373.6,11.3,4.35,0.1,True,True,True,True,PARAMETER_ERROR
synthetic-00183,operator-07,SC-05,4,protect-K2,start-N1,protect-K2,24.19,23.12,0,51.3,99.6,524.4,2.83,0.48,40.9,47.0,326.1,0.2,3.45,0.061,True,True,True,True,NORMAL
synthetic-00306,operator-10,SC-01,5,start-N1,set-fuel-70,open-L1,11.5,9.16,0,50.4,49.6,106.2,2.64,0.38,35.6,37.8,306.4,2.0,4.59,0.111,True,True,True,True,SEQUENCE_ERROR
synthetic-00370,operator-18,SC-06,5,restore-cooling,alarm-K1-high,restore-cooling,112.97,77.89,0,47.0,98.0,866.0,4.1,0.48,60.5,39.7,343.5,11.6,3.39,0.098,True,True,False,True,RESPONSE_TIME_ERROR
synthetic-00501,operator-21,SC-01,6,start-N1,start-N1,check-process-state,10.27,2.03,4,46.7,95.8,583.6,1.98,0.51,37.3,66.7,347.5,7.7,4.34,0.109,True,True,True,True,DUPLICATE_COMMAND
synthetic-00570,operator-04,SC-05,10,set-fuel,start-N1,set-fuel-45,5.81,16.27,0,98.5,98.9,186.3,4.57,0.65,42.1,51.4,407.8,11.9,3.18,0.14,True,True,True,True,PARAMETER_ERROR
synthetic-00231,operator-11,SC-14,5,start-N1,set-fuel-70,open-L1,27.02,5.59,0,50.2,37.9,52.4,2.71,0.38,61.8,36.7,344.1,10.7,2.51,0.12,True,True,True,True,SEQUENCE_ERROR
synthetic-00101,operator-16,SC-01,6,start-N1,restore-cooling,start-N1,19.82,21.2,0,46.1,99.5,708.1,2.82,0.7,51.5,73.3,343.3,3.0,3.2,0.064,True,True,True,True,NORMAL
synthetic-00034,operator-22,SC-07,4,protect-K1,open-L1,protect-K1,7.75,3.72,0,25.0,99.6,485.7,2.27,0.63,35.5,68.0,311.4,7.5,2.41,0.084,True,True,True,True,NORMAL
synthetic-00109,operator-19,SC-07,11,restore-cooling,start-N1,restore-cooling,26.64,2.9,0,41.5,97.5,573.4,3.12,0.48,62.5,51.6,325.9,7.8,2.57,0.135,True,True,True,True,NORMAL
synthetic-00147,operator-07,SC-13,8,protect-K2,start-N1,protect-K2,25.22,23.64,0,44.0,95.1,550.4,2.08,0.68,62.1,61.2,343.1,2.1,2.55,0.052,True,True,True,True,NORMAL
synthetic-00492,operator-21,SC-08,11,set-fuel-45,set-fuel-45,check-process-state,23.26,0.32,3,52.9,96.3,833.1,2.79,0.68,39.9,63.3,338.8,7.7,4.71,0.046,True,True,True,True,DUPLICATE_COMMAND
synthetic-00190,operator-20,SC-06,3,toggle-electric-field,open-L1,toggle-electric-field,21.89,4.06,0,23.1,97.5,657.9,2.22,0.7,48.3,70.1,308.0,9.8,4.23,0.135,True,True,True,True,NORMAL
synthetic-00442,operator-07,SC-05,12,toggle-electric-field,alarm-K1-high,cut-fuel,111.55,67.68,0,50.4,97.0,568.3,2.21,0.45,42.8,72.3,347.7,28.1,4.08,0.072,True,True,True,False,RESPONSE_TIME_ERROR
synthetic-00685,operator-23,SC-07,1,start-N2,check-alarm,restore-utility-or-prepare-equipment,18.52,20.31,0,52.8,96.6,728.5,4.41,0.44,60.9,45.5,319.5,3.8,4.7,0.053,True,True,False,True,EQUIPMENT_NOT_READY
synthetic-00778,operator-19,SC-14,11,disable-ventilation,restore-cooling,restore-ventilation,6.34,19.37,0,47.6,96.5,446.9,2.42,0.5,49.0,35.6,347.0,15.4,2.32,0.145,True,True,True,False,CRITICAL_OPERATION_ERROR
synthetic-00012,operator-01,SC-13,10,restore-cooling,start-N1,restore-cooling,20.66,21.5,0,25.6,97.8,433.9,1.9,0.51,62.1,35.2,351.1,11.2,2.76,0.113,True,True,True,True,NORMAL
synthetic-00326,operator-04,SC-08,9,start-N1,drain-E1,open-L1,13.04,17.83,0,54.0,84.2,190.2,2.25,0.65,65.4,70.9,324.3,11.6,3.69,0.096,True,True,True,True,SEQUENCE_ERROR
synthetic-00578,operator-09,SC-14,2,set-fuel,start-N1,set-fuel-45,12.7,15.24,0,80.5,99.0,257.8,2.97,0.55,69.5,68.8,366.4,2.0,2.4,0.042,True,True,True,True,PARAMETER_ERROR
synthetic-00370,operator-16,SC-13,11,set-fuel,alarm-K1-high,cut-fuel,138.71,113.06,0,20.9,99.7,548.6,4.31,0.4,67.6,36.6,340.4,1.9,3.74,0.05,True,True,False,True,RESPONSE_TIME_ERROR
synthetic-00124,operator-09,SC-05,11,protect-K2,restore-cooling,protect-K2,9.33,24.24,0,43.6,95.0,682.5,2.5,0.48,47.7,40.4,347.4,10.8,4.46,0.058,True,True,True,True,NORMAL
synthetic-00146,operator-22,SC-07,3,start-N1,start-N1,start-N1,26.24,6.42,0,42.4,99.6,544.0,2.11,0.62,43.0,64.3,328.7,8.2,4.36,0.102,True,True,True,True,NORMAL
synthetic-00180,operator-11,SC-13,8,set-fuel,open-L1,set-fuel,6.55,4.4,0,40.6,95.8,894.2,2.08,0.64,44.1,65.2,322.2,0.0,2.58,0.099,True,True,True,True,NORMAL
synthetic-00225,operator-11,SC-10,8,start-N1,check-alarm,open-L1,5.57,10.59,0,34.3,2.7,220.2,1.81,0.67,60.3,64.2,312.0,4.1,3.62,0.052,True,True,True,True,SEQUENCE_ERROR
synthetic-00646,operator-12,SC-08,3,set-fuel,restore-cooling,set-fuel-45,15.98,11.41,0,82.3,96.3,402.0,2.93,0.68,59.5,71.2,386.2,2.4,4.6,0.123,True,True,True,True,PARAMETER_ERROR
synthetic-00617,operator-05,SC-08,7,set-fuel,set-fuel-45,set-fuel-45,6.57,4.05,0,90.5,98.2,147.2,2.37,0.58,68.4,45.9,385.4,3.3,2.6,0.057,True,True,True,True,PARAMETER_ERROR
synthetic-00100,operator-24,SC-10,4,restore-cooling,set-fuel-45,restore-cooling,18.48,17.5,0,42.7,97.7,677.6,2.85,0.4,37.9,64.0,302.2,0.4,3.01,0.077,True,True,True,True,NORMAL
synthetic-00114,operator-09,SC-13,5,restore-cooling,start-N1,restore-cooling,24.72,11.97,0,34.7,97.8,706.9,2.49,0.56,66.3,70.0,345.8,2.6,4.41,0.141,True,True,True,True,NORMAL
synthetic-00270,operator-03,SC-13,10,start-N1,drain-E1,open-L1,22.18,11.54,0,47.0,67.8,272.8,1.98,0.59,39.9,48.6,308.0,7.0,2.04,0.105,True,True,True,True,SEQUENCE_ERROR
synthetic-00521,operator-17,SC-07,4,set-fuel-45,set-fuel-45,check-process-state,26.38,1.98,3,44.7,99.4,422.5,1.99,0.72,51.5,36.2,345.5,4.6,3.05,0.087,True,True,True,True,DUPLICATE_COMMAND
synthetic-00322,operator-10,SC-12,12,start-N1,check-alarm,open-L1,20.1,11.5,0,29.6,28.6,116.6,1.97,0.54,42.7,63.7,301.8,6.9,3.55,0.077,True,True,True,True,SEQUENCE_ERROR
synthetic-00406,operator-04,SC-08,12,toggle-electric-field,alarm-K1-high,protect-K1,62.74,67.93,0,29.3,96.1,447.7,2.22,0.63,72.7,43.9,310.4,21.8,4.36,0.069,True,True,True,False,RESPONSE_TIME_ERROR
synthetic-00214,operator-14,SC-07,6,start-N1,set-fuel-70,open-L1,18.61,20.46,0,31.1,52.6,80.3,2.87,0.57,53.8,70.5,319.2,5.6,4.46,0.09,True,True,True,True,SEQUENCE_ERROR
synthetic-00173,operator-20,SC-08,6,start-N1,set-fuel-45,start-N1,15.79,10.84,0,37.5,96.3,617.7,2.74,0.64,59.2,67.3,305.9,10.8,4.86,0.123,True,True,True,True,NORMAL
synthetic-00472,operator-15,SC-01,3,set-fuel-45,set-fuel-45,check-process-state,9.26,1.11,2,27.2,95.9,659.4,2.37,0.4,48.8,54.9,327.3,3.9,2.76,0.137,True,True,True,True,DUPLICATE_COMMAND
synthetic-00389,operator-19,SC-08,5,protect-K2,alarm-K1-high,restore-cooling,130.86,135.3,0,22.8,95.3,601.4,4.67,0.72,44.4,59.6,344.1,2.2,4.82,0.144,True,True,False,True,RESPONSE_TIME_ERROR
synthetic-00546,operator-04,SC-08,11,set-fuel,restore-cooling,set-fuel-45,21.98,24.74,0,82.5,95.9,166.3,2.04,0.57,64.8,58.9,368.0,11.7,3.99,0.084,True,True,True,True,PARAMETER_ERROR
synthetic-00281,operator-11,SC-05,4,start-N1,drain-E1,open-L1,21.9,8.86,0,27.4,18.9,102.3,2.36,0.5,35.5,39.6,342.5,3.7,4.21,0.15,True,True,True,True,SEQUENCE_ERROR
synthetic-00224,operator-20,SC-05,4,start-N1,set-fuel-70,open-L1,25.47,10.19,0,41.3,5.8,244.4,2.72,0.41,47.8,44.7,321.4,9.1,2.29,0.103,True,True,True,True,SEQUENCE_ERROR
synthetic-00146,operator-07,SC-05,7,restore-cooling,start-N1,restore-cooling,20.43,18.42,0,44.1,99.5,589.9,2.92,0.42,45.4,43.7,301.0,9.6,2.64,0.05,True,True,True,True,NORMAL
synthetic-00550,operator-03,SC-07,2,set-fuel,open-L1,set-fuel-45,21.97,8.0,0,96.4,98.7,255.7,1.93,0.54,42.7,73.9,390.0,0.6,4.77,0.041,True,True,True,True,PARAMETER_ERROR
synthetic-00005,operator-09,SC-01,8,protect-K1,open-L1,protect-K1,12.97,9.29,0,41.2,98.1,667.5,1.84,0.39,55.2,36.1,348.0,2.3,3.48,0.059,True,True,True,True,NORMAL
synthetic-00230,operator-02,SC-08,1,start-N1,set-fuel-70,open-L1,10.3,10.77,0,37.7,35.5,29.8,2.05,0.68,53.8,44.5,318.1,10.4,4.25,0.101,True,True,True,True,SEQUENCE_ERROR
synthetic-00380,operator-20,SC-05,9,start-N2,alarm-K1-high,restore-cooling,98.35,61.71,0,28.5,98.1,510.7,4.7,0.63,53.3,58.5,302.4,1.9,4.12,0.096,True,True,False,True,RESPONSE_TIME_ERROR
synthetic-00480,operator-22,SC-12,7,start-N1,start-N1,check-process-state,24.18,2.88,3,21.8,96.5,565.2,2.21,0.48,59.9,64.8,326.4,1.7,3.92,0.053,True,True,True,True,DUPLICATE_COMMAND
synthetic-00470,operator-23,SC-05,2,restore-cooling,restore-cooling,check-process-state,14.22,0.23,3,24.1,96.8,461.6,1.9,0.63,50.2,48.5,323.1,3.3,2.98,0.116,True,True,True,True,DUPLICATE_COMMAND
synthetic-00543,operator-21,SC-10,12,set-fuel,check-alarm,set-fuel-45,25.35,11.25,0,78.0,98.3,273.1,3.13,0.67,44.6,43.8,386.5,3.0,4.71,0.134,True,True,True,True,PARAMETER_ERROR
synthetic-00540,operator-03,SC-10,4,toggle-electric-field,toggle-electric-field,check-process-state,18.88,1.38,4,48.2,95.7,840.1,1.89,0.46,70.4,70.7,302.5,5.7,3.72,0.126,True,True,True,True,DUPLICATE_COMMAND
synthetic-00255,operator-10,SC-08,2,start-N1,check-alarm,open-L1,21.07,11.04,0,23.0,87.2,102.2,1.94,0.71,71.2,40.3,350.4,1.9,3.92,0.055,True,True,True,True,SEQUENCE_ERROR
synthetic-00831,operator-23,SC-06,4,set-fuel,set-fuel-45,restore-circulation-and-reduce-fuel,16.67,11.85,0,81.7,98.8,30.3,2.34,0.36,51.5,54.0,421.6,8.4,3.3,0.069,True,True,True,True,CRITICAL_OPERATION_ERROR
synthetic-00633,operator-17,SC-14,8,set-fuel,open-L1,set-fuel-45,11.58,4.23,0,85.8,97.0,300.7,2.47,0.4,47.4,54.8,369.2,10.4,3.48,0.077,True,True,True,True,PARAMETER_ERROR
synthetic-00290,operator-21,SC-14,6,start-N1,check-alarm,open-L1,26.68,14.28,0,23.2,14.0,52.0,1.89,0.79,53.6,66.3,313.5,8.9,2.63,0.111,True,True,True,True,SEQUENCE_ERROR
synthetic-00812,operator-03,SC-06,12,set-fuel,restore-cooling,restore-circulation-and-reduce-fuel,11.6,20.49,0,97.7,97.0,87.2,2.47,0.73,65.5,73.3,452.0,8.6,3.55,0.056,True,True,True,True,CRITICAL_OPERATION_ERROR
synthetic-00001,operator-03,SC-08,10,restore-cooling,check-alarm,restore-cooling,21.62,21.2,0,52.4,98.0,727.1,2.52,0.67,53.6,58.0,313.9,10.0,3.32,0.142,True,True,True,True,NORMAL
synthetic-00015,operator-05,SC-05,9,start-N1,start-N1,start-N1,27.33,18.57,0,25.5,96.9,563.2,2.29,0.74,36.6,74.7,337.0,6.7,4.0,0.044,True,True,True,True,NORMAL
synthetic-00124,operator-02,SC-07,12,set-fuel,set-fuel-45,set-fuel,21.21,4.66,0,41.4,98.8,585.2,1.87,0.37,52.4,42.9,339.0,9.9,4.08,0.069,True,True,True,True,NORMAL
synthetic-00077,operator-08,SC-05,3,protect-K1,check-alarm,protect-K1,12.32,9.41,0,45.4,97.8,450.2,2.52,0.58,72.8,72.4,326.8,5.9,3.47,0.106,True,True,True,True,NORMAL
synthetic-00256,operator-15,SC-14,11,start-N1,set-fuel-70,open-L1,24.91,15.83,0,43.7,20.3,240.5,2.71,0.79,67.9,46.1,320.4,6.5,2.52,0.121,True,True,True,True,SEQUENCE_ERROR
synthetic-00359,operator-18,SC-13,11,start-N1,alarm-K1-high,protect-K1,103.97,83.84,0,33.8,98.9,766.2,4.59,0.48,48.6,51.3,351.8,4.4,3.07,0.134,True,True,False,True,RESPONSE_TIME_ERROR
synthetic-00531,operator-14,SC-08,9,toggle-electric-field,toggle-electric-field,check-process-state,12.56,0.91,2,29.0,99.8,528.3,2.11,0.42,66.5,56.2,347.2,6.2,3.84,0.136,True,True,True,True,DUPLICATE_COMMAND
synthetic-00122,operator-04,SC-13,5,restore-ventilation,start-N1,restore-ventilation,27.13,8.01,0,32.1,95.2,428.5,3.18,0.64,65.0,74.2,332.9,8.4,3.71,0.086,True,True,True,True,NORMAL
synthetic-00299,operator-17,SC-10,11,start-N1,set-fuel-70,open-L1,20.91,21.38,0,27.8,16.0,51.4,2.83,0.44,58.0,66.9,352.3,12.0,3.15,0.046,True,True,True,True,SEQUENCE_ERROR
synthetic-00536,operator-12,SC-06,11,start-N1,start-N1,check-process-state,25.67,0.2,4,24.1,99.7,772.5,2.91,0.64,65.5,57.8,328.4,10.5,4.97,0.133,True,True,True,True,DUPLICATE_COMMAND
synthetic-00800,operator-01,SC-07,3,set-fuel,open-L1,protect-K1,10.8,23.9,0,61.8,99.4,833.7,2.0,0.57,4.4,59.9,354.5,4.9,2.13,0.092,True,True,True,True,CRITICAL_OPERATION_ERROR
synthetic-00731,operator-21,SC-12,1,start-N1,start-N1,restore-utility-or-prepare-equipment,15.41,15.98,0,31.9,14.4,825.0,2.91,0.43,68.7,36.4,305.1,11.3,4.37,0.134,True,True,True,True,EQUIPMENT_NOT_READY
synthetic-00407,operator-05,SC-05,8,protect-K1,alarm-K1-high,cut-fuel,148.45,82.59,0,54.5,98.0,526.0,2.46,0.65,39.0,58.1,346.9,28.5,3.23,0.141,True,True,True,False,RESPONSE_TIME_ERROR
synthetic-00616,operator-13,SC-13,4,set-fuel,start-N1,set-fuel-45,15.34,22.44,0,95.1,97.1,381.7,2.56,0.54,70.7,40.8,388.7,10.6,4.53,0.09,True,True,True,True,PARAMETER_ERROR
synthetic-00671,operator-05,SC-08,11,start-N2,set-fuel-45,restore-utility-or-prepare-equipment,9.18,23.41,0,41.0,99.1,671.2,2.71,0.71,73.3,54.6,343.6,5.4,2.49,0.077,False,True,True,True,EQUIPMENT_NOT_READY
synthetic-00818,operator-06,SC-01,5,set-fuel,set-fuel-45,restore-circulation-and-reduce-fuel,8.71,16.92,0,84.9,99.6,93.6,2.42,0.44,36.2,57.1,393.0,1.0,2.7,0.068,True,True,True,True,CRITICAL_OPERATION_ERROR
synthetic-00374,operator-14,SC-13,2,start-N1,alarm-K1-high,protect-K1,92.84,99.01,0,48.8,98.8,547.5,4.36,0.53,61.7,43.0,318.2,5.8,2.05,0.118,True,True,False,True,RESPONSE_TIME_ERROR
synthetic-00124,operator-17,SC-13,5,restore-ventilation,set-fuel-45,restore-ventilation,24.89,6.5,0,30.8,100.0,848.3,2.16,0.53,36.4,60.8,335.5,11.6,4.59,0.091,True,True,True,True,NORMAL
synthetic-00323,operator-18,SC-12,3,start-N1,set-fuel-70,open-L1,4.58,13.54,0,41.4,21.2,160.7,2.36,0.65,64.2,69.9,331.5,2.9,3.17,0.054,True,True,True,True,SEQUENCE_ERROR
synthetic-00822,operator-22,SC-05,2,disable-ventilation,restore-cooling,restore-ventilation,26.93,20.25,0,43.7,99.9,441.1,2.05,0.8,61.9,38.0,329.3,21.7,3.35,0.048,True,True,True,False,CRITICAL_OPERATION_ERROR
synthetic-00390,operator-03,SC-01,9,protect-K1,alarm-K1-high,protect-K1,123.89,78.37,0,39.8,98.7,574.8,2.71,0.44,74.8,48.3,350.4,20.5,2.17,0.08,True,True,True,False,RESPONSE_TIME_ERROR
synthetic-00456,operator-05,SC-06,7,toggle-electric-field,alarm-K1-high,cut-fuel,130.94,112.14,0,35.9,98.2,593.8,2.84,0.54,66.8,60.7,325.5,29.0,4.17,0.064,True,True,True,False,RESPONSE_TIME_ERROR
synthetic-00239,operator-14,SC-06,6,start-N1,set-fuel-70,open-L1,27.81,18.83,0,35.1,35.4,87.2,2.75,0.44,70.3,54.6,330.7,1.7,3.84,0.103,True,True,True,True,SEQUENCE_ERROR
synthetic-00279,operator-03,SC-01,8,start-N1,drain-E1,open-L1,23.51,3.22,0,23.2,32.9,35.9,2.25,0.68,42.8,49.4,341.1,2.5,4.67,0.059,True,True,True,True,SEQUENCE_ERROR
synthetic-00268,operator-22,SC-14,5,start-N1,check-alarm,open-L1,16.61,7.29,0,33.2,80.2,54.1,2.09,0.71,72.1,60.0,343.7,2.0,3.95,0.132,True,True,True,True,SEQUENCE_ERROR
synthetic-00435,operator-03,SC-07,12,start-N1,alarm-K1-high,restore-cooling,129.89,137.34,0,36.8,99.8,806.8,4.63,0.73,67.7,54.0,305.4,6.8,3.16,0.057,True,True,False,True,RESPONSE_TIME_ERROR
synthetic-00506,operator-08,SC-06,1,restore-cooling,restore-cooling,check-process-state,27.87,1.8,2,52.8,95.2,662.4,2.21,0.65,66.1,70.0,337.5,7.5,2.71,0.103,True,True,True,True,DUPLICATE_COMMAND
synthetic-00036,operator-12,SC-14,8,start-N1,start-N1,start-N1,8.62,10.1,0,27.7,97.7,514.8,2.53,0.7,63.7,41.3,353.0,1.2,4.74,0.141,True,True,True,True,NORMAL
synthetic-00525,operator-23,SC-06,4,toggle-electric-field,toggle-electric-field,check-process-state,17.68,1.99,4,35.0,95.6,639.7,2.79,0.44,50.9,62.2,305.7,10.9,2.36,0.085,True,True,True,True,DUPLICATE_COMMAND
synthetic-00335,operator-12,SC-13,6,start-N2,alarm-K1-high,cut-fuel,63.04,141.7,0,52.8,95.5,510.3,4.19,0.77,71.1,46.4,302.0,9.7,2.67,0.117,True,True,False,True,RESPONSE_TIME_ERROR
synthetic-00014,operator-10,SC-05,7,set-fuel,set-fuel-45,set-fuel,13.26,6.91,0,23.5,98.5,752.8,3.07,0.37,67.5,57.9,331.1,7.9,3.83,0.122,True,True,True,True,NORMAL
synthetic-00559,operator-04,SC-13,6,set-fuel,restore-cooling,set-fuel-45,26.7,24.72,0,70.6,97.5,236.3,4.76,0.56,45.6,48.0,403.6,9.7,2.55,0.116,True,True,True,True,PARAMETER_ERROR
synthetic-00710,operator-07,SC-06,4,start-N1,start-N1,restore-utility-or-prepare-equipment,22.01,20.21,0,50.8,0.4,877.4,2.99,0.44,73.5,67.0,331.6,5.2,4.88,0.07,True,True,True,True,EQUIPMENT_NOT_READY
synthetic-00231,operator-04,SC-07,8,start-N1,check-alarm,open-L1,19.86,18.3,0,54.0,2.2,81.3,2.81,0.73,67.3,66.6,331.3,11.5,3.49,0.048,True,True,True,True,SEQUENCE_ERROR
synthetic-00789,operator-24,SC-12,10,set-fuel,start-N1,restore-circulation-and-reduce-fuel,20.89,3.95,0,78.1,99.9,24.7,2.66,0.45,55.4,57.3,445.6,11.4,4.23,0.091,True,True,True,True,CRITICAL_OPERATION_ERROR
synthetic-00272,operator-24,SC-13,7,start-N1,set-fuel-70,open-L1,7.68,24.15,0,44.0,39.5,110.2,3.19,0.42,42.1,53.6,309.1,11.1,2.61,0.119,True,True,True,True,SEQUENCE_ERROR
synthetic-00581,operator-10,SC-12,9,set-fuel,set-fuel-45,set-fuel-45,24.25,2.41,0,83.6,97.9,179.5,2.7,0.56,58.3,48.3,426.2,10.3,2.71,0.143,True,True,True,True,PARAMETER_ERROR
synthetic-00016,operator-24,SC-13,5,protect-K1,restore-cooling,protect-K1,9.46,18.47,0,43.9,95.9,803.7,2.57,0.63,50.6,46.5,324.9,2.6,3.27,0.119,True,True,True,True,NORMAL
synthetic-00253,operator-11,SC-05,2,start-N1,drain-E1,open-L1,27.27,12.07,0,48.5,59.0,160.3,1.94,0.38,66.6,37.9,334.4,7.8,2.66,0.115,True,True,True,True,SEQUENCE_ERROR
synthetic-00339,operator-14,SC-13,10,start-N2,alarm-K1-high,protect-K1,72.64,81.98,0,53.0,98.5,692.5,2.93,0.54,65.4,36.9,342.6,25.8,4.02,0.105,True,True,True,False,RESPONSE_TIME_ERROR
synthetic-00483,operator-15,SC-13,6,set-fuel-45,set-fuel-45,check-process-state,12.24,2.57,3,23.9,96.0,599.2,3.12,0.71,60.5,46.9,354.5,0.5,2.12,0.148,True,True,True,True,DUPLICATE_COMMAND
synthetic-00742,operator-07,SC-14,8,set-fuel,set-fuel-45,restore-utility-or-prepare-equipment,10.03,22.04,0,33.2,96.6,519.3,3.14,0.67,53.1,71.6,354.0,3.0,3.3,0.061,False,True,True,True,EQUIPMENT_NOT_READY
synthetic-00699,operator-24,SC-07,5,set-fuel,open-L1,restore-utility-or-prepare-equipment,27.48,18.88,0,44.8,98.6,597.0,4.26,0.45,62.6,66.0,321.2,1.9,3.11,0.132,True,True,False,True,EQUIPMENT_NOT_READY
synthetic-00453,operator-05,SC-06,2,start-N1,alarm-K1-high,protect-K1,105.57,140.03,0,53.6,98.9,898.2,2.29,0.64,68.0,36.1,342.1,25.0,3.65,0.081,True,True,True,False,RESPONSE_TIME_ERROR
synthetic-00522,operator-10,SC-06,1,set-fuel-45,set-fuel-45,check-process-state,10.55,1.08,2,37.6,96.5,601.8,3.13,0.53,44.7,46.3,344.9,0.7,2.94,0.055,True,True,True,True,DUPLICATE_COMMAND
synthetic-00674,operator-01,SC-07,4,start-N2,check-alarm,restore-utility-or-prepare-equipment,8.55,18.11,0,47.9,12.8,507.7,2.57,0.67,57.8,39.3,311.6,7.6,3.16,0.084,True,True,True,True,EQUIPMENT_NOT_READY
synthetic-00148,operator-14,SC-10,6,start-N2,check-alarm,start-N2,23.58,24.48,0,25.9,97.7,454.9,2.68,0.63,57.9,59.9,327.3,5.5,3.8,0.074,True,True,True,True,NORMAL
synthetic-00782,operator-09,SC-13,10,set-fuel,restore-cooling,protect-K2,6.2,12.91,0,54.2,96.8,861.0,3.04,0.64,47.2,8.9,313.8,8.2,4.07,0.15,True,True,True,True,CRITICAL_OPERATION_ERROR
synthetic-00416,operator-06,SC-07,2,toggle-electric-field,alarm-K1-high,protect-K1,137.64,61.64,0,53.3,99.3,870.3,4.45,0.65,71.1,73.4,354.2,5.9,2.54,0.139,True,True,False,True,RESPONSE_TIME_ERROR
synthetic-00191,operator-09,SC-12,1,restore-ventilation,set-fuel-45,restore-ventilation,13.45,2.79,0,33.5,98.8,497.9,2.5,0.58,74.4,69.6,339.3,2.4,2.08,0.071,True,True,True,True,NORMAL
synthetic-00464,operator-01,SC-05,9,toggle-electric-field,toggle-electric-field,check-process-state,20.44,2.28,5,50.7,96.5,816.9,2.64,0.6,67.7,56.1,332.3,3.2,3.43,0.044,True,True,True,True,DUPLICATE_COMMAND
synthetic-00563,operator-06,SC-12,1,set-fuel,start-N1,set-fuel-45,7.46,2.7,0,85.2,97.3,381.9,2.07,0.37,42.4,35.8,384.9,2.2,2.5,0.089,True,True,True,True,PARAMETER_ERROR
synthetic-00818,operator-01,SC-05,9,set-fuel,start-N1,protect-K2,14.57,17.09,0,79.2,97.4,507.9,2.73,0.52,44.6,10.6,322.3,6.8,2.68,0.122,True,True,True,True,CRITICAL_OPERATION_ERROR
synthetic-00788,operator-21,SC-01,9,set-fuel,check-alarm,protect-K2,14.91,8.63,0,79.9,95.2,759.2,2.72,0.59,68.2,14.0,320.3,5.2,2.93,0.079,True,True,True,True,CRITICAL_OPERATION_ERROR
